class,row,col,band,gt,pred
Water,84,13,61,0.08513588458299637,0.0617520809173584
Water,84,13,62,0.05892956256866455,0.05892956256866455
Water,84,13,63,0.058374930173158646,0.05986684188246727
Water,84,13,64,0.056433722376823425,0.054685138165950775
Water,84,13,65,0.053244590759277344,0.051348570734262466
Water,84,13,66,0.0636439248919487,0.05069015175104141
Water,84,13,67,0.06433721631765366,0.04805615171790123
Water,84,13,68,0.05518580228090286,0.04263300448656082
Water,84,13,69,0.04617304354906082,0.04617304354906082
Water,84,13,70,0.021075984463095665,0.01779220625758171
Water,84,13,71,0.010122018866240978,0.009814166463911533
Water,84,13,72,0.021075984463095665,0.011555555276572704
Water,84,13,73,0.024126455187797546,0.024126455187797546
Water,84,13,74,0.02759290114045143,0.016265589743852615
Water,84,13,75,0.0345257893204689,0.020758459344506264
Water,84,13,76,0.029672767966985703,0.024060718715190887
Water,84,13,77,0.028147531673312187,0.023722602054476738
Water,84,13,78,0.024265114217996597,0.018402673304080963
Water,84,13,79,0.020937327295541763,0.016728611662983894
Water,84,13,80,0.028702162206172943,0.028702162206172943
Water,84,13,81,0.02856350503861904,0.02119751274585724
Water,84,13,82,0.03230726718902588,0.02489544451236725
Water,84,13,83,0.02925679460167885,0.02244265004992485
Water,84,13,84,0.028702162206172943,0.026290256530046463
Water,84,13,85,0.023987798020243645,0.024140531197190285
Water,84,13,86,0.02828618884086609,0.024976003915071487
Water,84,13,87,0.03133666142821312,0.03133666142821312
Water,84,13,88,0.03605102747678757,0.020339572802186012
Water,84,13,89,0.03147532045841217,0.017558451741933823
Water,84,13,90,0.021214641630649567,0.016166362911462784
Water,84,13,91,0.01677759364247322,0.013920188881456852
Water,84,13,92,0.012063227593898773,0.010876876302063465
Water,84,13,93,0.0041597336530685425,0.005227881483733654
Water,84,13,94,0.0,0.0
Water,84,13,95,0.0,0.0
Water,84,13,96,0.0,0.0
Water,84,13,97,0.0,0.00040690077003091574
Water,84,13,98,0.0,0.0028851977549493313
Water,84,13,99,0.0,0.00022890808759257197
Water,84,13,100,0.000554631173145026,0.005726356990635395
Water,84,13,101,0.003189129289239645,0.00873270072042942
Water,84,13,102,0.009706045500934124,0.01699000597000122
Water,84,13,103,0.01275651715695858,0.01804923266172409
Water,84,13,104,0.016084304079413414,0.02032903954386711
Water,84,13,105,0.019134774804115295,0.023015417158603668
Water,84,13,106,0.01663893461227417,0.0219477117061615
Water,84,13,107,0.017193567007780075,0.023204639554023743
Water,84,13,108,0.020244037732481956,0.020244037732481956
Water,84,13,109,0.01760954037308693,0.019591618329286575
Water,84,13,110,0.012895174324512482,0.01820496656000614
Water,84,13,111,0.012479200959205627,0.019844485446810722
Water,84,13,112,0.015252357348799706,0.015252357348799706
Water,84,13,113,0.017193567007780075,0.017193567007780075
Water,84,13,114,0.013172490522265434,0.017367523163557053
Water,84,13,115,0.011924570426344872,0.01742519624531269
Water,84,13,116,0.013865779154002666,0.013865779154002666
Water,84,13,117,0.014004437252879143,0.01589238829910755
Water,84,13,118,0.012479200959205627,0.015473820269107819
Water,84,13,119,0.011647254228591919,0.015846852213144302
Water,84,13,120,0.012895174324512482,0.015049160458147526
Water,84,13,121,0.011647254228591919,0.0149569446220994
Water,84,13,122,0.010953965596854687,0.014807641506195068
Water,84,13,123,0.010676650330424309,0.014501852914690971
Water,84,13,124,0.009012756869196892,0.013449286110699177
Water,84,13,125,0.008319467306137085,0.014393096789717674
Water,84,13,126,0.008042152039706707,0.01287475973367691
Water,84,13,127,0.00873544067144394,0.01330722775310278
Water,84,13,128,0.00929007213562727,0.011756057851016521
Water,84,13,129,0.006516916211694479,0.006516916211694479
Water,84,13,130,0.0056849694810807705,0.0075562866404652596
Water,84,13,131,0.005130338482558727,0.004878978244960308
Water,84,13,132,0.0,0.0026568640023469925
Water,84,13,133,0.0,0.0014828414423391223
Water,84,13,134,0.0030504714231938124,0.0030504714231938124
Water,84,13,135,0.003882418153807521,0.0026329702232033014
Water,84,13,136,0.0,0.006209086626768112
Water,84,13,137,0.0,0.006073706317692995
Water,84,13,138,0.0,1.1319991244818084e-05
Water,84,13,139,0.0,0.000296101497951895
Water,84,13,140,0.001109262346290052,0.005421451758593321
Water,84,13,141,0.0023571825586259365,0.009710407815873623
Water,84,13,142,0.000554631173145026,0.008096384815871716
Water,84,13,143,0.0,0.004531670827418566
Water,84,13,144,0.0,0.006668928544968367
Water,84,13,145,0.0,0.008466331288218498
Water,84,13,146,0.0023571825586259365,0.01039830967783928
Water,84,13,147,0.003189129289239645,0.009706573560833931
Water,84,13,148,0.004575707018375397,0.011609500274062157
Water,84,13,149,0.0036051026545464993,0.01134172361344099
Water,84,13,150,0.0023571825586259365,0.010077127255499363
Water,84,13,151,0.0020798668265342712,0.00995183177292347
Water,84,13,152,0.0036051026545464993,0.01051236316561699
Water,84,13,153,0.005407653748989105,0.005407653748989105
Water,84,13,154,0.004298391751945019,0.007737015839666128
Water,84,13,155,0.0040210760198533535,0.007729013916105032
Water,84,13,156,0.004298391751945019,0.008576489984989166
Water,84,13,157,0.004575707018375397,0.004575707018375397
Water,84,13,158,0.002218524692580104,0.006570936180651188
Water,84,13,159,0.0030504714231938124,0.0073968092910945415
Water,84,13,160,0.003189129289239645,0.003189129289239645
Water,84,13,161,0.0027731559239327908,0.0027731559239327908
Water,84,13,162,0.0024958401918411255,0.006880644243210554
Water,84,13,163,0.0024958401918411255,0.006872997153550386
Water,84,13,164,0.0034664447885006666,0.007435344159603119
Water,84,13,165,0.003882418153807521,0.007387260906398296
Water,84,13,166,0.001109262346290052,0.006475190632045269
Water,84,13,167,0.0006932889809831977,0.006145691964775324
Water,84,13,168,0.004298391751945019,0.0069231209345161915
Water,84,13,169,0.003882418153807521,0.006187632214277983
Water,84,13,170,0.0040210760198533535,0.005862730089575052
Water,84,13,171,0.0036051026545464993,0.006349659059196711
Water,84,13,172,0.0,0.005151726771146059
Water,84,13,173,0.0,0.005232771392911673
Water,84,13,174,0.0027731559239327908,0.0027731559239327908
Plantation,120,24,0,0.28521907329559326,0.26714247465133667
Plantation,120,24,1,0.260260671377182,0.260260671377182
Plantation,120,24,2,0.25180256366729736,0.25346922874450684
Plantation,120,24,3,0.24930670857429504,0.2519320845603943
Plantation,120,24,4,0.2559622824192047,0.25120997428894043
Plantation,120,24,5,0.25582364201545715,0.25568270683288574
Plantation,120,24,6,0.22476428747177124,0.23072516918182373
Plantation,120,24,7,0.22310039401054382,0.22338438034057617
Plantation,120,24,8,0.21422629058361053,0.21967655420303345
Plantation,120,24,9,0.19703271985054016,0.20452798902988434
Plantation,120,24,10,0.20188574492931366,0.20991124212741852
Plantation,120,24,11,0.20313367247581482,0.20672160387039185
Plantation,120,24,12,0.20299500226974487,0.20491905510425568
Plantation,120,24,13,0.19675540924072266,0.20118018984794617
Plantation,120,24,14,0.18358291685581207,0.18813423812389374
Plantation,120,24,15,0.17484748363494873,0.17707712948322296
Plantation,120,24,16,0.17373821139335632,0.17305846512317657
Plantation,120,24,17,0.1620909571647644,0.16628235578536987
Plantation,120,24,18,0.1607043743133545,0.1636580228805542
Plantation,120,24,19,0.15085968375205994,0.15424416959285736
Plantation,120,24,20,0.1429561823606491,0.1429561823606491
Plantation,120,24,21,0.14018303155899048,0.14400215446949005
Plantation,120,24,22,0.13311147689819336,0.14031754434108734
Plantation,120,24,23,0.12465335428714752,0.129226952791214
Plantation,120,24,24,0.12493067234754562,0.12935662269592285
Plantation,120,24,25,0.12021630257368088,0.12604445219039917
Plantation,120,24,26,0.11369939148426056,0.11899042874574661
Plantation,120,24,27,0.13546866178512573,0.13892032206058502
Plantation,120,24,28,0.18496949970722198,0.18402905762195587
Plantation,120,24,29,0.20022185146808624,0.19595347344875336
Plantation,120,24,30,0.26012203097343445,0.24917006492614746
Plantation,120,24,31,0.30865228176116943,0.30865228176116943
Plantation,120,24,32,0.29922354221343994,0.29157108068466187
Plantation,120,24,33,0.20812535285949707,0.201471209526062
Plantation,120,24,34,0.3184969425201416,0.3077208995819092
Plantation,120,24,35,0.3233499825000763,0.3152584433555603
Plantation,120,24,36,0.3096228241920471,0.3096228241920471
Plantation,120,24,37,0.3033832609653473,0.29712456464767456
Plantation,120,24,38,0.26844149827957153,0.2607972025871277
Plantation,120,24,39,0.25415974855422974,0.24820676445960999
Plantation,120,24,40,0.27759289741516113,0.2675741910934448
Plantation,120,24,41,0.30352190136909485,0.2950844168663025
Plantation,120,24,42,0.3056017756462097,0.2966811954975128
Plantation,120,24,43,0.30130335688591003,0.29493334889411926
Plantation,120,24,44,0.2915973663330078,0.2880118191242218
Plantation,120,24,45,0.27953410148620605,0.2772518992424011
Plantation,120,24,46,0.24181918799877167,0.23766879737377167
Plantation,120,24,47,0.20216305553913116,0.19910044968128204
Plantation,120,24,48,0.18053244054317474,0.18207643926143646
Plantation,120,24,49,0.1769273430109024,0.1769273430109024
Plantation,120,24,50,0.3883804678916931,0.4110700786113739
Plantation,120,24,51,0.38089296221733093,0.3849474787712097
Plantation,120,24,52,0.15654464066028595,0.15654464066028595
Plantation,120,24,53,0.14988906681537628,0.18090327084064484
Plantation,120,24,54,0.19107043743133545,0.19705107808113098
Plantation,120,24,55,0.2947865128517151,0.2836487591266632
Plantation,120,24,56,0.37201887369155884,0.36482101678848267
Plantation,120,24,57,0.42845261096954346,0.42845261096954346
Plantation,120,24,58,0.4668608009815216,0.4668608009815216
Plantation,120,24,59,0.46672216057777405,0.4668506681919098
Plantation,120,24,60,0.4771214425563812,0.4740105867385864
Plantation,120,24,61,0.48641154170036316,0.4760768413543701
Plantation,120,24,62,0.4689406752586365,0.46023762226104736
Plantation,120,24,63,0.4635330140590668,0.4635330140590668
Plantation,120,24,64,0.4528563916683197,0.4463992714881897
Plantation,120,24,65,0.429839164018631,0.4304071366786957
Plantation,120,24,66,0.4238768517971039,0.4197877049446106
Plantation,120,24,67,0.41195231676101685,0.4025677442550659
Plantation,120,24,68,0.3578757345676422,0.3598787784576416
Plantation,120,24,69,0.2810593545436859,0.2849388122558594
Plantation,120,24,70,0.14739322662353516,0.14348210394382477
Plantation,120,24,71,0.06600110977888107,0.06249891221523285
Plantation,120,24,72,0.08735440671443939,0.08735440671443939
Plantation,120,24,73,0.09373266994953156,0.09205937385559082
Plantation,120,24,74,0.14059899747371674,0.13608671724796295
Plantation,120,24,75,0.2208818644285202,0.21448013186454773
Plantation,120,24,76,0.24334442615509033,0.24141938984394073
Plantation,120,24,77,0.24639490246772766,0.23865441977977753
Plantation,120,24,78,0.24611757695674896,0.24081920087337494
Plantation,120,24,79,0.23890738189220428,0.23719753324985504
Plantation,120,24,80,0.26220187544822693,0.25570690631866455
Plantation,120,24,81,0.287021666765213,0.2708292603492737
Plantation,120,24,82,0.2961730360984802,0.282047837972641
Plantation,120,24,83,0.28729894757270813,0.27834075689315796
Plantation,120,24,84,0.2624792158603668,0.2591170370578766
Plantation,120,24,85,0.22240710258483887,0.22240710258483887
Plantation,120,24,86,0.2494453638792038,0.24506036937236786
Plantation,120,24,87,0.26303383708000183,0.2579658329486847
Plantation,120,24,88,0.24195784330368042,0.24020682275295258
Plantation,120,24,89,0.204936221241951,0.20550453662872314
Plantation,120,24,90,0.1777592897415161,0.17076456546783447
Plantation,120,24,91,0.13019967079162598,0.1281905323266983
Plantation,120,24,92,0.09290072321891785,0.09290072321891785
Plantation,120,24,93,0.03646700084209442,0.028966698795557022
Plantation,120,24,94,0.0,0.0009867397602647543
Plantation,120,24,95,0.0,0.001924725715070963
Plantation,120,24,96,0.0,0.002016349695622921
Plantation,120,24,97,0.003327786922454834,0.005365918390452862
Plantation,120,24,98,0.010399334132671356,0.014408113434910774
Plantation,120,24,99,0.00790349394083023,0.00790349394083023
Plantation,120,24,100,0.021907931193709373,0.01754496805369854
Plantation,120,24,101,0.033971160650253296,0.03132117539644241
Plantation,120,24,102,0.0490848571062088,0.05351254343986511
Plantation,120,24,103,0.06253466755151749,0.06603807955980301
Plantation,120,24,104,0.07445923238992691,0.07778497785329819
Plantation,120,24,105,0.0836106464266777,0.08651430159807205
Plantation,120,24,106,0.08721575140953064,0.09212647378444672
Plantation,120,24,107,0.09206877648830414,0.09616238623857498
Plantation,120,24,108,0.09470327198505402,0.09686332941055298
Plantation,120,24,109,0.09040488302707672,0.09056191146373749
Plantation,120,24,110,0.08555185794830322,0.08773616701364517
Plantation,120,24,111,0.09068219363689423,0.09420424699783325
Plantation,120,24,112,0.09220743179321289,0.09220743179321289
Plantation,120,24,113,0.09193011373281479,0.0924125611782074
Plantation,120,24,114,0.09900166094303131,0.09896191209554672
Plantation,120,24,115,0.10122019052505493,0.1010708436369896
Plantation,120,24,116,0.09484192728996277,0.09647910296916962
Plantation,120,24,117,0.09498059004545212,0.0953887552022934
Plantation,120,24,118,0.09608984738588333,0.09608984738588333
Plantation,120,24,119,0.09511924535036087,0.09511924535036087
Plantation,120,24,120,0.09095951169729233,0.0899575725197792
Plantation,120,24,121,0.0876317247748375,0.08620033413171768
Plantation,120,24,122,0.0838879644870758,0.0838879644870758
Plantation,120,24,123,0.07917360216379166,0.07697133719921112
Plantation,120,24,124,0.07085413485765457,0.07169456034898758
Plantation,120,24,125,0.06627842783927917,0.06608729809522629
Plantation,120,24,126,0.061286743730306625,0.061462320387363434
Plantation,120,24,127,0.05782029777765274,0.059236522763967514
Plantation,120,24,128,0.0536605641245842,0.053263384848833084
Plantation,120,24,129,0.044647809118032455,0.04399522393941879
Plantation,120,24,130,0.031752634793519974,0.0320550911128521
Plantation,120,24,131,0.021353300660848618,0.021790390834212303
Plantation,120,24,132,0.010537992231547832,0.009113041684031487
Plantation,120,24,133,0.004853022750467062,0.0031790519133210182
Plantation,120,24,134,0.0,0.0007798306178301573
Plantation,120,24,135,0.005130338482558727,0.005069200415164232
Plantation,120,24,136,0.009983360767364502,0.011094129644334316
Plantation,120,24,137,0.008458125405013561,0.010299008339643478
Plantation,120,24,138,0.0020798668265342712,0.0011603040620684624
Plantation,120,24,139,0.0,0.0018242790829390287
Plantation,120,24,140,0.0074875205755233765,0.009324747137725353
Plantation,120,24,141,0.016361620277166367,0.016915125772356987
Plantation,120,24,142,0.01428175251930952,0.014939277432858944
Plantation,120,24,143,0.00873544067144394,0.009051323868334293
Plantation,120,24,144,0.011231280863285065,0.011179015040397644
Plantation,120,24,145,0.012617859058082104,0.013934855349361897
Plantation,120,24,146,0.01580698788166046,0.016041910275816917
Plantation,120,24,147,0.018025513738393784,0.017313696444034576
Plantation,120,24,148,0.019412091001868248,0.019412091001868248
Plantation,120,24,149,0.018857460469007492,0.018857460469007492
Plantation,120,24,150,0.018302828073501587,0.017787490040063858
Plantation,120,24,151,0.019273433834314346,0.018537184223532677
Plantation,120,24,152,0.023155851289629936,0.02024000510573387
Plantation,120,24,153,0.022046588361263275,0.019531263038516045
Plantation,120,24,154,0.018025513738393784,0.016926545649766922
Plantation,120,24,155,0.018302828073501587,0.0173463374376297
Plantation,120,24,156,0.018441487103700638,0.018770378082990646
Plantation,120,24,157,0.01871880143880844,0.018444031476974487
Plantation,120,24,158,0.019966721534729004,0.01712488941848278
Plantation,120,24,159,0.02052135393023491,0.01845617964863777
Plantation,120,24,160,0.019412091001868248,0.01858619600534439
Plantation,120,24,161,0.01871880143880844,0.017506470903754234
Plantation,120,24,162,0.01428175251930952,0.014929674565792084
Plantation,120,24,163,0.013449805788695812,0.013420108705759048
Plantation,120,24,164,0.013033832423388958,0.013682215474545956
Plantation,120,24,165,0.01220188569277525,0.01315795537084341
Plantation,120,24,166,0.010953965596854687,0.011375688016414642
Plantation,120,24,167,0.009151414036750793,0.00993474293500185
Plantation,120,24,168,0.010537992231547832,0.010297894477844238
Plantation,120,24,169,0.009151414036750793,0.009474231861531734
Plantation,120,24,170,0.00873544067144394,0.009778366424143314
Plantation,120,24,171,0.009567387402057648,0.009451532736420631
Plantation,120,24,172,0.008180810138583183,0.007581665646284819
Plantation,120,24,173,0.006516916211694479,0.007576924283057451
Plantation,120,24,174,0.011785912327468395,0.00754776643589139
Crop,84,88,0,0.269966721534729,0.2604915499687195
Crop,84,88,1,0.2570715546607971,0.2530771493911743
Crop,84,88,2,0.26095396280288696,0.24989663064479828
Crop,84,88,3,0.2523571848869324,0.24707181751728058
Crop,84,88,4,0.2556849718093872,0.24607346951961517
Crop,84,88,5,0.25554630160331726,0.24944178760051727
Crop,84,88,6,0.22823072969913483,0.22152411937713623
Crop,84,88,7,0.21713809669017792,0.21714268624782562
Crop,84,88,8,0.21325568854808807,0.21416319906711578
Crop,84,88,9,0.20840266346931458,0.2115485668182373
Crop,84,88,10,0.22531890869140625,0.23572039604187012
Crop,84,88,11,0.23987798392772675,0.24921225011348724
Crop,84,88,12,0.24667221307754517,0.25417080521583557
Crop,84,88,13,0.24292844533920288,0.24720332026481628
Crop,84,88,14,0.21769273281097412,0.2261362373828888
Crop,84,88,15,0.18926788866519928,0.19761279225349426
Crop,84,88,16,0.17567943036556244,0.1847924441099167
Crop,84,88,17,0.1672212928533554,0.17050325870513916
Crop,84,88,18,0.15321685373783112,0.16358418762683868
Crop,84,88,19,0.13879644870758057,0.1458340436220169
Crop,84,88,20,0.1267332285642624,0.13379019498825073
Crop,84,88,21,0.12035496532917023,0.12784506380558014
Crop,84,88,22,0.11189683526754379,0.11371564865112305
Crop,84,88,23,0.10135884582996368,0.09868207573890686
Crop,84,88,24,0.0978924036026001,0.09083009511232376
Crop,84,88,25,0.09470327198505402,0.08224362879991531
Crop,84,88,26,0.09068219363689423,0.08236467838287354
Crop,84,88,27,0.13089296221733093,0.13089296221733093
Crop,84,88,28,0.28840821981430054,0.28975003957748413
Crop,84,88,29,0.38713255524635315,0.37461885809898376
Crop,84,88,30,0.5662783980369568,0.5461494326591492
Crop,84,88,31,0.7336384057998657,0.6915846467018127
Crop,84,88,32,0.7451469898223877,0.6981492638587952
Crop,84,88,33,0.5069329142570496,0.4827997386455536
Crop,84,88,34,0.7757903933525085,0.7352979779243469
Crop,84,88,35,0.7881308794021606,0.7475435137748718
Crop,84,88,36,0.7490294575691223,0.7140915989875793
Crop,84,88,37,0.7260122299194336,0.6931657195091248
Crop,84,88,38,0.6274265646934509,0.5996529459953308
Crop,84,88,39,0.5858291983604431,0.5697970390319824
Crop,84,88,40,0.6274265646934509,0.6148453950881958
Crop,84,88,41,0.6920410394668579,0.6742997169494629
Crop,84,88,42,0.6888518929481506,0.6738094687461853
Crop,84,88,43,0.6766500473022461,0.663003146648407
Crop,84,88,44,0.6652801036834717,0.6473782658576965
Crop,84,88,45,0.6313089728355408,0.6206263899803162
Crop,84,88,46,0.5447864532470703,0.5259897708892822
Crop,84,88,47,0.4292845129966736,0.43615224957466125
Crop,84,88,48,0.39254021644592285,0.3953372538089752
Crop,84,88,49,0.3918469548225403,0.3884570598602295
Crop,84,88,50,0.8868552446365356,0.9027625918388367
Crop,84,88,51,0.8295896053314209,0.8192154169082642
Crop,84,88,52,0.3875485360622406,0.3952741026878357
Crop,84,88,53,0.36092624068260193,0.37022078037261963
Crop,84,88,54,0.40543538331985474,0.40678727626800537
Crop,84,88,55,0.5732113718986511,0.5826467275619507
Crop,84,88,56,0.7125624418258667,0.7406882047653198
Crop,84,88,57,0.8275097012519836,0.8578052520751953
Crop,84,88,58,0.9622851014137268,0.9622851014137268
Crop,84,88,59,0.966860830783844,0.966860830783844
Crop,84,88,60,0.9419024586677551,0.9468241930007935
Crop,84,88,61,0.9500831961631775,0.9500831961631775
Crop,84,88,62,0.9126456379890442,0.9223917722702026
Crop,84,88,63,0.9127842783927917,0.9141295552253723
Crop,84,88,64,0.8835274577140808,0.9003443121910095
Crop,84,88,65,0.8911536335945129,0.8667023181915283
Crop,84,88,66,0.817803680896759,0.817803680896759
Crop,84,88,67,0.7899335026741028,0.7981207370758057
Crop,84,88,68,0.7004991769790649,0.7116449475288391
Crop,84,88,69,0.54783695936203,0.5589948892593384
Crop,84,88,70,0.2748197317123413,0.28029367327690125
Crop,84,88,71,0.1232667788863182,0.12035448104143143
Crop,84,88,72,0.1620909571647644,0.16376982629299164
Crop,84,88,73,0.16195230185985565,0.16832289099693298
Crop,84,88,74,0.24736550450325012,0.2464178055524826
Crop,84,88,75,0.3883804678916931,0.3883076310157776
Crop,84,88,76,0.4138934910297394,0.4356345534324646
Crop,84,88,77,0.40848588943481445,0.42978525161743164
Crop,84,88,78,0.4240155518054962,0.43961718678474426
Crop,84,88,79,0.42110368609428406,0.43207329511642456
Crop,84,88,80,0.44731006026268005,0.4645139276981354
Crop,84,88,81,0.47157514095306396,0.49335765838623047
Crop,84,88,82,0.4900166690349579,0.5068554282188416
Crop,84,88,83,0.48155850172042847,0.4999375641345978
Crop,84,88,84,0.44134777784347534,0.4602924585342407
Crop,84,88,85,0.3732667863368988,0.3871099352836609
Crop,84,88,86,0.4007210433483124,0.4309832751750946
Crop,84,88,87,0.41430947184562683,0.4536701440811157
Crop,84,88,88,0.39850252866744995,0.4181695580482483
Crop,84,88,89,0.3309761583805084,0.3507879078388214
Crop,84,88,90,0.2680255174636841,0.28400343656539917
Crop,84,88,91,0.1923183649778366,0.2063320428133011
Crop,84,88,92,0.12881308794021606,0.1332905888557434
Crop,84,88,93,0.04437049478292465,0.04473112151026726
Crop,84,88,94,0.002218524692580104,0.00012257085472811013
Crop,84,88,95,0.004575707018375397,0.0010779777076095343
Crop,84,88,96,0.0,0.0006367929745465517
Crop,84,88,97,0.002634498057886958,0.002440781332552433
Crop,84,88,98,0.01275651715695858,0.010737830772995949
Crop,84,88,99,0.0073488629423081875,0.007222680374979973
Crop,84,88,100,0.017054907977581024,0.01418400090187788
Crop,84,88,101,0.03161397576332092,0.025736888870596886
Crop,84,88,102,0.04409317672252655,0.04312639310956001
Crop,84,88,103,0.05795895680785179,0.05795895680785179
Crop,84,88,104,0.07487520575523376,0.07416326552629471
Crop,84,88,105,0.08610648661851883,0.08833841234445572
Crop,84,88,106,0.0930393785238266,0.09866853058338165
Crop,84,88,107,0.10357736796140671,0.10971938818693161
Crop,84,88,108,0.11411536484956741,0.11320210993289948
Crop,84,88,109,0.10648918151855469,0.11049162596464157
Crop,84,88,110,0.11064891517162323,0.11064891517162323
Crop,84,88,111,0.12160288542509079,0.1216774731874466
Crop,84,88,112,0.11938435584306717,0.11958512663841248
Crop,84,88,113,0.12160288542509079,0.11986202001571655
Crop,84,88,114,0.12201885879039764,0.13084210455417633
Crop,84,88,115,0.1275651752948761,0.1344679445028305
Crop,84,88,116,0.12603993713855743,0.130227193236351
Crop,84,88,117,0.12104824930429459,0.1294364333152771
Crop,84,88,118,0.12479200959205627,0.1287337988615036
Crop,84,88,119,0.11882972717285156,0.12569265067577362
Crop,84,88,120,0.12007764726877213,0.1261380910873413
Crop,84,88,121,0.11619523167610168,0.12011383473873138
Crop,84,88,122,0.11175817996263504,0.11543247848749161
Crop,84,88,123,0.10496395081281662,0.10850302875041962
Crop,84,88,124,0.09803105890750885,0.09937026351690292
Crop,84,88,125,0.08804769814014435,0.08804769814014435
Crop,84,88,126,0.0782029926776886,0.08184901624917984
Crop,84,88,127,0.0736272856593132,0.07542602717876434
Crop,84,88,128,0.06558513641357422,0.06670743972063065
Crop,84,88,129,0.0539378821849823,0.054091714322566986
Crop,84,88,130,0.0393788143992424,0.0393788143992424
Crop,84,88,131,0.02634498104453087,0.025716623291373253
Crop,84,88,132,0.0098447035998106,0.009287613444030285
Crop,84,88,133,0.004575707018375397,0.0019457979360595345
Crop,84,88,134,0.0,0.0
Crop,84,88,135,0.000277315586572513,0.0
Crop,84,88,136,0.0012479200959205627,0.0
Crop,84,88,137,0.0006932889809831977,0.0
Crop,84,88,138,0.0,0.0
Crop,84,88,139,0.0,0.0
Crop,84,88,140,0.004437049385160208,0.0032907675486057997
Crop,84,88,141,0.00873544067144394,0.006435261107981205
Crop,84,88,142,0.008042152039706707,0.004079028032720089
Crop,84,88,143,0.004298391751945019,0.002975249197334051
Crop,84,88,144,0.0041597336530685425,0.006020170636475086
Crop,84,88,145,0.0055463118478655815,0.009053573943674564
Crop,84,88,146,0.008042152039706707,0.010202966630458832
Crop,84,88,147,0.010676650330424309,0.01306326687335968
Crop,84,88,148,0.012340543791651726,0.015073788352310658
Crop,84,88,149,0.012617859058082104,0.015888184309005737
Crop,84,88,150,0.014697725884616375,0.014889732003211975
Crop,84,88,151,0.015391014516353607,0.01646711677312851
Crop,84,88,152,0.017193567007780075,0.01912922039628029
Crop,84,88,153,0.017332224175333977,0.018057284876704216
